grid_row,grid_col,lat,lon,current_u,current_v,wind_speed_knots
20,10,-71.3514,-38.6486,0.557,0.139,8.0
20,11,-71.3514,-38.5135,0.434,0.267,17.4
20,12,-71.3514,-38.3784,0.742,0.026,13.4
20,13,-71.3514,-38.2432,-0.476,0.069,17.3
20,14,-71.3514,-38.1081,-0.245,-0.474,20.2
20,15,-71.3514,-37.973,-0.49,0.346,15.9
20,16,-71.3514,-37.8378,0.342,-0.467,17.6
20,17,-71.3514,-37.7027,0.667,0.175,23.7
20,18,-71.3514,-37.5676,-0.183,-0.335,11.0
20,19,-71.3514,-37.4324,0.705,0.334,12.2
20,20,-71.3514,-37.2973,-0.422,0.12,19.4
20,21,-71.3514,-37.1622,0.715,0.154,17.2
20,22,-71.3514,-37.027,-0.043,-0.381,8.6
20,23,-71.3514,-36.8919,-0.368,-0.157,12.5
20,24,-71.3514,-36.7568,0.132,0.018,14.4
20,25,-71.3514,-36.6216,-0.166,0.17,13.4
20,26,-71.3514,-36.4865,-0.13,-0.496,8.6
20,27,-71.3514,-36.3514,-0.101,0.362,23.5
20,28,-71.3514,-36.2162,0.544,0.29,20.2
20,29,-71.3514,-36.0811,0.201,-0.33,14.6
20,30,-71.3514,-35.9459,-0.095,0.223,18.6
20,31,-71.3514,-35.8108,0.293,-0.082,22.9
20,32,-71.3514,-35.6757,0.431,-0.138,7.7
20,33,-71.3514,-35.5405,-0.146,-0.286,10.0
20,34,-71.3514,-35.4054,0.038,-0.019,15.9
20,35,-71.3514,-35.2703,-0.342,0.13,21.0
20,36,-71.3514,-35.1351,-0.265,-0.189,5.7
20,37,-71.3514,-35.0,0.385,0.029,24.7
20,38,-71.3514,-34.8649,-0.264,0.099,14.1
20,39,-71.3514,-34.7297,0.183,0.111,12.2
20,40,-71.3514,-34.5946,0.422,-0.548,10.9
20,41,-71.3514,-34.4595,-0.361,0.26,8.5
20,42,-71.3514,-34.3243,0.238,-0.142,20.8
20,43,-71.3514,-34.1892,-0.166,-0.338,24.1
20,44,-71.3514,-34.0541,0.752,-0.358,13.3
20,45,-71.3514,-33.9189,0.129,-0.117,24.0
20,46,-71.3514,-33.7838,0.548,0.287,21.5
20,47,-71.3514,-33.6486,0.215,-0.222,14.6
20,48,-71.3514,-33.5135,-0.444,0.15,18.5
20,49,-71.3514,-33.3784,0.323,-0.503,13.7
20,50,-71.3514,-33.2432,0.737,-0.124,16.2
20,51,-71.3514,-33.1081,0.282,0.392,6.2
20,52,-71.3514,-32.973,0.565,0.17,18.9
20,53,-71.3514,-32.8378,0.649,-0.389,6.1
20,54,-71.3514,-32.7027,-0.203,-0.099,21.3
20,55,-71.3514,-32.5676,-0.224,-0.366,21.5
20,56,-71.3514,-32.4324,0.294,-0.19,9.7
20,57,-71.3514,-32.2973,0.034,0.18,11.5
20,58,-71.3514,-32.1622,0.592,0.171,14.6
20,59,-71.3514,-32.027,0.67,-0.372,16.9
20,60,-71.3514,-31.8919,-0.041,0.322,10.7
20,61,-71.3514,-31.7568,-0.192,-0.007,16.8
20,62,-71.3514,-31.6216,0.515,-0.22,11.0
20,63,-71.3514,-31.4865,-0.143,-0.098,6.1
20,64,-71.3514,-31.3514,0.569,0.005,5.1
20,65,-71.3514,-31.2162,0.051,-0.04,7.0
20,66,-71.3514,-31.0811,0.368,-0.114,20.8
20,67,-71.3514,-30.9459,-0.376,-0.095,24.2
20,68,-71.3514,-30.8108,0.311,-0.424,13.5
20,69,-71.3514,-30.6757,0.087,0.213,15.3
20,70,-71.3514,-30.5405,0.263,-0.058,7.9
20,71,-71.3514,-30.4054,-0.282,-0.469,16.0
20,72,-71.3514,-30.2703,0.458,0.166,7.9
20,73,-71.3514,-30.1351,0.622,0.332,17.2
20,74,-71.3514,-30.0,-0.218,0.347,23.7
21,0,-71.4189,-40.0,-0.376,-0.231,8.9
21,1,-71.4189,-39.8649,-0.469,-0.464,20.3
21,2,-71.4189,-39.7297,0.335,-0.082,5.5
21,3,-71.4189,-39.5946,0.289,-0.487,12.5
21,4,-71.4189,-39.4595,0.211,0.334,7.2
21,5,-71.4189,-39.3243,-0.198,-0.416,12.0
21,6,-71.4189,-39.1892,0.008,-0.347,8.5
21,7,-71.4189,-39.0541,0.273,-0.193,12.5
21,8,-71.4189,-38.9189,0.146,-0.217,13.4
21,9,-71.4189,-38.7838,0.784,0.195,11.0
21,10,-71.4189,-38.6486,-0.323,-0.144,18.1
21,11,-71.4189,-38.5135,0.404,-0.429,23.4
21,12,-71.4189,-38.3784,0.026,-0.333,13.0
21,13,-71.4189,-38.2432,0.057,-0.091,8.8
21,14,-71.4189,-38.1081,0.433,-0.453,10.4
21,15,-71.4189,-37.973,0.4,0.012,22.1
21,16,-71.4189,-37.8378,0.789,-0.034,16.4
21,17,-71.4189,-37.7027,-0.333,0.115,14.1
21,18,-71.4189,-37.5676,-0.365,0.338,8.0
21,19,-71.4189,-37.4324,0.442,0.312,14.0
21,20,-71.4189,-37.2973,0.252,0.346,10.6
21,21,-71.4189,-37.1622,-0.144,-0.355,23.9
21,22,-71.4189,-37.027,-0.397,-0.468,22.7
21,23,-71.4189,-36.8919,-0.389,-0.298,6.7
21,24,-71.4189,-36.7568,0.662,0.295,15.3
21,25,-71.4189,-36.6216,-0.251,0.372,9.5
21,26,-71.4189,-36.4865,-0.08,0.259,13.2
21,27,-71.4189,-36.3514,-0.205,-0.49,22.5
21,28,-71.4189,-36.2162,-0.039,0.347,15.6
21,29,-71.4189,-36.0811,-0.41,-0.177,11.7
21,30,-71.4189,-35.9459,0.175,-0.591,9.2
21,31,-71.4189,-35.8108,-0.412,-0.158,21.0
21,32,-71.4189,-35.6757,0.54,-0.554,17.5
21,33,-71.4189,-35.5405,-0.196,-0.056,14.4
21,34,-71.4189,-35.4054,0.202,-0.261,9.3
21,35,-71.4189,-35.2703,0.644,-0.127,11.7
21,36,-71.4189,-35.1351,0.346,0.013,24.2
21,37,-71.4189,-35.0,0.193,0.269,15.4
21,38,-71.4189,-34.8649,-0.078,0.062,13.0
21,39,-71.4189,-34.7297,-0.067,-0.166,15.4
21,40,-71.4189,-34.5946,0.37,0.219,20.6
21,41,-71.4189,-34.4595,0.792,0.306,11.8
21,42,-71.4189,-34.3243,0.36,-0.48,8.6
21,43,-71.4189,-34.1892,0.225,-0.068,16.7
21,44,-71.4189,-34.0541,0.45,-0.315,18.3
21,45,-71.4189,-33.9189,0.105,-0.553,19.3
21,46,-71.4189,-33.7838,-0.422,0.069,22.6
21,47,-71.4189,-33.6486,0.231,0.263,12.4
21,48,-71.4189,-33.5135,0.745,-0.437,6.5
21,49,-71.4189,-33.3784,-0.272,0.212,24.2
21,50,-71.4189,-33.2432,0.397,0.253,13.7
21,51,-71.4189,-33.1081,-0.239,0.314,17.5
21,52,-71.4189,-32.973,0.197,-0.335,18.3
21,53,-71.4189,-32.8378,-0.374,0.304,15.9
21,54,-71.4189,-32.7027,0.085,-0.279,9.1
21,55,-71.4189,-32.5676,0.483,-0.048,20.1
21,56,-71.4189,-32.4324,-0.048,-0.549,21.1
21,57,-71.4189,-32.2973,0.364,-0.556,16.1
21,58,-71.4189,-32.1622,0.534,0.12,14.8
21,59,-71.4189,-32.027,0.705,-0.156,7.3
21,60,-71.4189,-31.8919,-0.195,-0.344,6.7
21,61,-71.4189,-31.7568,0.019,-0.41,11.8
21,62,-71.4189,-31.6216,-0.302,0.07,11.2
21,63,-71.4189,-31.4865,0.79,-0.6,24.1
21,64,-71.4189,-31.3514,0.705,0.206,20.7
21,65,-71.4189,-31.2162,0.202,-0.521,18.2
21,66,-71.4189,-31.0811,0.595,-0.409,15.4
21,67,-71.4189,-30.9459,0.177,-0.214,8.3
21,68,-71.4189,-30.8108,0.311,-0.115,24.6
21,69,-71.4189,-30.6757,-0.384,-0.245,12.5
21,70,-71.4189,-30.5405,0.482,-0.279,7.1
21,71,-71.4189,-30.4054,-0.334,0.364,14.9
21,72,-71.4189,-30.2703,0.574,0.042,22.5
21,73,-71.4189,-30.1351,0.517,-0.577,22.7
21,74,-71.4189,-30.0,0.421,-0.17,5.2
22,0,-71.4865,-40.0,-0.453,0.275,22.7
22,1,-71.4865,-39.8649,-0.106,-0.299,10.4
22,2,-71.4865,-39.7297,-0.158,-0.505,5.8
22,3,-71.4865,-39.5946,-0.032,0.158,22.0
22,4,-71.4865,-39.4595,-0.386,0.006,22.3
22,5,-71.4865,-39.3243,0.718,-0.03,16.9
22,6,-71.4865,-39.1892,0.22,-0.546,16.5
22,7,-71.4865,-39.0541,-0.103,-0.46,21.3
22,8,-71.4865,-38.9189,0.016,0.023,20.7
22,9,-71.4865,-38.7838,0.081,-0.392,22.8
22,10,-71.4865,-38.6486,0.281,-0.096,16.1
22,11,-71.4865,-38.5135,0.17,-0.055,24.4
22,12,-71.4865,-38.3784,0.695,-0.316,24.9
22,13,-71.4865,-38.2432,0.146,0.348,7.3
22,14,-71.4865,-38.1081,0.79,0.242,22.0
22,15,-71.4865,-37.973,0.607,0.122,15.0
22,16,-71.4865,-37.8378,-0.229,-0.522,12.8
22,17,-71.4865,-37.7027,0.71,-0.494,17.3
22,18,-71.4865,-37.5676,-0.349,-0.107,6.1
22,19,-71.4865,-37.4324,0.563,-0.439,15.1
22,20,-71.4865,-37.2973,-0.005,0.378,22.4
22,21,-71.4865,-37.1622,0.641,-0.441,9.3
22,22,-71.4865,-37.027,0.628,-0.113,13.5
22,23,-71.4865,-36.8919,0.548,-0.236,23.8
22,24,-71.4865,-36.7568,0.527,0.039,13.6
22,25,-71.4865,-36.6216,-0.104,-0.471,12.2
22,26,-71.4865,-36.4865,-0.395,-0.17,13.8
22,27,-71.4865,-36.3514,0.024,-0.325,15.4
22,28,-71.4865,-36.2162,-0.274,0.288,17.6
22,29,-71.4865,-36.0811,0.403,-0.559,21.0
22,30,-71.4865,-35.9459,-0.05,0.314,14.0
22,31,-71.4865,-35.8108,0.768,0.233,21.3
22,32,-71.4865,-35.6757,0.333,-0.302,15.7
22,33,-71.4865,-35.5405,0.569,0.189,11.8
22,34,-71.4865,-35.4054,-0.328,-0.569,18.2
22,35,-71.4865,-35.2703,0.621,0.367,19.4
22,36,-71.4865,-35.1351,0.7,-0.073,16.2
22,37,-71.4865,-35.0,0.133,-0.297,6.1
22,38,-71.4865,-34.8649,0.288,-0.237,8.4
22,39,-71.4865,-34.7297,0.494,-0.534,10.7
22,40,-71.4865,-34.5946,-0.273,0.389,10.7
22,41,-71.4865,-34.4595,0.153,-0.561,18.5
22,42,-71.4865,-34.3243,0.018,0.055,5.4
22,43,-71.4865,-34.1892,-0.31,-0.157,20.1
22,44,-71.4865,-34.0541,-0.022,0.349,10.3
22,45,-71.4865,-33.9189,-0.411,-0.354,11.2
22,46,-71.4865,-33.7838,-0.466,-0.068,15.6
22,47,-71.4865,-33.6486,-0.324,-0.118,9.3
22,48,-71.4865,-33.5135,0.752,0.103,22.7
22,49,-71.4865,-33.3784,0.214,-0.532,6.7
22,50,-71.4865,-33.2432,0.756,-0.406,13.9
22,51,-71.4865,-33.1081,0.062,-0.385,22.0
22,52,-71.4865,-32.973,-0.095,0.138,17.3
22,53,-71.4865,-32.8378,0.158,-0.411,10.8
22,54,-71.4865,-32.7027,0.071,-0.027,13.4
22,55,-71.4865,-32.5676,-0.363,-0.385,19.1
22,56,-71.4865,-32.4324,0.333,0.262,24.5
22,57,-71.4865,-32.2973,-0.219,0.342,22.9
22,58,-71.4865,-32.1622,0.305,-0.082,11.8
22,59,-71.4865,-32.027,0.345,-0.248,25.0
22,60,-71.4865,-31.8919,-0.302,-0.366,5.1
22,61,-71.4865,-31.7568,-0.42,-0.55,5.6
22,62,-71.4865,-31.6216,0.515,-0.331,21.5
22,63,-71.4865,-31.4865,0.098,0.054,9.0
22,64,-71.4865,-31.3514,-0.424,-0.066,6.2
22,65,-71.4865,-31.2162,0.793,0.344,9.7
22,66,-71.4865,-31.0811,-0.425,-0.204,13.5
22,67,-71.4865,-30.9459,0.404,0.094,19.6
22,68,-71.4865,-30.8108,0.779,-0.111,17.5
22,69,-71.4865,-30.6757,-0.189,-0.087,9.8
22,70,-71.4865,-30.5405,-0.315,-0.332,15.1
22,71,-71.4865,-30.4054,-0.342,-0.145,23.5
22,72,-71.4865,-30.2703,-0.106,-0.129,21.3
22,73,-71.4865,-30.1351,-0.369,0.107,11.5
22,74,-71.4865,-30.0,0.4,0.341,24.6
23,0,-71.5541,-40.0,-0.419,-0.271,19.2
23,1,-71.5541,-39.8649,0.162,-0.558,6.2
23,2,-71.5541,-39.7297,0.796,-0.104,5.7
23,3,-71.5541,-39.5946,0.558,-0.056,8.4
23,4,-71.5541,-39.4595,0.3,-0.432,19.6
23,5,-71.5541,-39.3243,-0.102,0.16,8.7
23,6,-71.5541,-39.1892,0.311,0.385,15.2
23,7,-71.5541,-39.0541,0.185,0.346,6.9
23,8,-71.5541,-38.9189,0.054,-0.403,23.4
23,9,-71.5541,-38.7838,-0.33,0.275,11.9
23,10,-71.5541,-38.6486,0.653,0.104,23.2
23,11,-71.5541,-38.5135,0.085,-0.146,23.9
23,12,-71.5541,-38.3784,-0.247,-0.059,5.1
23,13,-71.5541,-38.2432,-0.022,0.25,14.3
23,14,-71.5541,-38.1081,0.038,-0.12,5.5
23,15,-71.5541,-37.973,0.576,-0.227,23.2
23,16,-71.5541,-37.8378,0.454,-0.107,15.4
23,17,-71.5541,-37.7027,0.5,-0.021,6.5
23,18,-71.5541,-37.5676,-0.486,-0.411,7.2
23,19,-71.5541,-37.4324,0.041,0.301,12.7
23,20,-71.5541,-37.2973,0.126,0.074,23.8
23,21,-71.5541,-37.1622,-0.475,0.033,18.9
23,22,-71.5541,-37.027,-0.162,-0.501,22.4
23,23,-71.5541,-36.8919,0.488,0.004,12.3
23,24,-71.5541,-36.7568,-0.322,-0.479,5.9
23,25,-71.5541,-36.6216,0.196,-0.521,24.5
23,26,-71.5541,-36.4865,-0.22,-0.073,5.3
23,27,-71.5541,-36.3514,-0.484,-0.197,24.0
23,28,-71.5541,-36.2162,-0.186,-0.011,12.4
23,29,-71.5541,-36.0811,0.769,-0.511,5.2
23,30,-71.5541,-35.9459,0.542,-0.169,18.8
23,31,-71.5541,-35.8108,0.747,-0.425,24.6
23,32,-71.5541,-35.6757,0.134,0.387,24.3
23,33,-71.5541,-35.5405,-0.357,-0.039,8.2
23,34,-71.5541,-35.4054,0.212,0.087,8.6
23,35,-71.5541,-35.2703,0.091,-0.275,16.3
23,36,-71.5541,-35.1351,0.598,-0.505,17.7
23,37,-71.5541,-35.0,-0.372,0.376,19.8
23,38,-71.5541,-34.8649,0.135,-0.314,8.6
23,39,-71.5541,-34.7297,-0.305,-0.176,24.2
23,40,-71.5541,-34.5946,-0.078,0.05,17.8
23,41,-71.5541,-34.4595,0.459,-0.575,21.9
23,42,-71.5541,-34.3243,0.119,0.21,15.8
23,43,-71.5541,-34.1892,-0.011,-0.063,13.3
23,44,-71.5541,-34.0541,0.013,-0.322,24.5
23,45,-71.5541,-33.9189,0.097,-0.538,16.6
23,46,-71.5541,-33.7838,0.521,-0.438,22.3
23,47,-71.5541,-33.6486,0.66,0.295,24.1
23,48,-71.5541,-33.5135,0.742,0.086,18.5
23,49,-71.5541,-33.3784,0.523,-0.35,16.0
23,50,-71.5541,-33.2432,-0.09,-0.534,5.1
23,51,-71.5541,-33.1081,0.395,0.091,5.8
23,52,-71.5541,-32.973,0.069,-0.028,9.0
23,53,-71.5541,-32.8378,-0.169,-0.195,8.7
23,54,-71.5541,-32.7027,0.593,-0.236,10.1
23,55,-71.5541,-32.5676,-0.45,-0.383,11.1
23,56,-71.5541,-32.4324,0.672,0.07,12.2
23,57,-71.5541,-32.2973,0.1,0.371,13.4
23,58,-71.5541,-32.1622,0.328,-0.424,7.0
23,59,-71.5541,-32.027,0.357,-0.003,5.8
23,60,-71.5541,-31.8919,0.664,-0.176,18.5
23,61,-71.5541,-31.7568,0.328,-0.153,15.7
23,62,-71.5541,-31.6216,0.298,-0.346,13.9
23,63,-71.5541,-31.4865,-0.413,0.225,17.7
23,64,-71.5541,-31.3514,0.174,-0.115,21.6
23,65,-71.5541,-31.2162,-0.305,-0.057,13.6
23,66,-71.5541,-31.0811,0.459,-0.295,17.8
23,67,-71.5541,-30.9459,0.166,-0.418,24.1
23,68,-71.5541,-30.8108,0.384,-0.514,21.8
23,69,-71.5541,-30.6757,-0.446,0.114,13.5
23,70,-71.5541,-30.5405,-0.39,-0.404,17.9
23,71,-71.5541,-30.4054,0.431,0.09,8.5
23,72,-71.5541,-30.2703,-0.406,-0.21,16.2
23,73,-71.5541,-30.1351,-0.407,-0.184,24.6
23,74,-71.5541,-30.0,-0.484,-0.131,15.4
24,0,-71.6216,-40.0,0.743,-0.232,23.6
24,1,-71.6216,-39.8649,0.459,-0.499,13.1
24,2,-71.6216,-39.7297,-0.041,-0.29,25.0
24,3,-71.6216,-39.5946,-0.115,0.064,16.6
24,4,-71.6216,-39.4595,-0.045,0.066,5.8
24,5,-71.6216,-39.3243,0.507,-0.314,16.7
24,6,-71.6216,-39.1892,0.36,-0.14,10.5
24,7,-71.6216,-39.0541,-0.259,-0.407,5.6
24,8,-71.6216,-38.9189,-0.274,-0.39,21.4
24,9,-71.6216,-38.7838,-0.372,-0.577,10.5
24,10,-71.6216,-38.6486,0.358,0.297,20.9
24,11,-71.6216,-38.5135,0.494,-0.389,10.8
24,12,-71.6216,-38.3784,-0.155,-0.372,8.9
24,13,-71.6216,-38.2432,-0.473,-0.32,24.5
24,14,-71.6216,-38.1081,-0.393,-0.473,12.2
24,15,-71.6216,-37.973,0.758,0.039,17.0
24,16,-71.6216,-37.8378,-0.116,-0.525,17.2
24,17,-71.6216,-37.7027,0.5,-0.466,16.2
24,18,-71.6216,-37.5676,0.312,0.045,23.3
24,19,-71.6216,-37.4324,-0.003,-0.26,18.5
24,20,-71.6216,-37.2973,-0.233,0.108,13.1
24,21,-71.6216,-37.1622,-0.342,-0.043,22.2
24,22,-71.6216,-37.027,0.3,-0.344,8.6
24,23,-71.6216,-36.8919,0.507,0.051,15.9
24,24,-71.6216,-36.7568,0.337,-0.484,24.0
24,25,-71.6216,-36.6216,0.189,-0.064,17.5
24,26,-71.6216,-36.4865,-0.445,-0.163,21.3
24,27,-71.6216,-36.3514,0.759,-0.332,18.1
24,28,-71.6216,-36.2162,0.538,0.004,21.8
24,29,-71.6216,-36.0811,-0.119,0.271,23.9
24,30,-71.6216,-35.9459,0.774,0.399,10.5
24,31,-71.6216,-35.8108,0.282,0.008,8.4
24,32,-71.6216,-35.6757,0.257,-0.195,14.7
24,33,-71.6216,-35.5405,0.472,-0.375,19.0
24,34,-71.6216,-35.4054,0.555,-0.343,9.5
24,35,-71.6216,-35.2703,0.353,-0.121,5.1
24,36,-71.6216,-35.1351,-0.333,-0.233,11.9
24,37,-71.6216,-35.0,-0.06,0.314,24.4
24,38,-71.6216,-34.8649,0.707,-0.232,18.9
24,39,-71.6216,-34.7297,-0.208,-0.227,13.0
24,40,-71.6216,-34.5946,-0.016,-0.216,8.9
24,41,-71.6216,-34.4595,0.062,0.237,12.1
24,42,-71.6216,-34.3243,0.071,0.051,8.4
24,43,-71.6216,-34.1892,0.297,0.014,7.1
24,44,-71.6216,-34.0541,0.726,-0.266,23.1
24,45,-71.6216,-33.9189,-0.187,0.218,25.0
24,46,-71.6216,-33.7838,-0.342,-0.562,8.3
24,47,-71.6216,-33.6486,-0.243,0.271,6.1
24,48,-71.6216,-33.5135,0.653,-0.087,11.6
24,49,-71.6216,-33.3784,0.34,-0.202,14.2
24,50,-71.6216,-33.2432,-0.128,-0.103,9.1
24,51,-71.6216,-33.1081,0.561,0.067,11.0
24,52,-71.6216,-32.973,0.62,-0.587,9.0
24,53,-71.6216,-32.8378,0.6,0.272,20.5
24,54,-71.6216,-32.7027,0.695,-0.153,19.3
24,55,-71.6216,-32.5676,-0.172,-0.257,17.7
24,56,-71.6216,-32.4324,0.482,-0.462,12.7
24,57,-71.6216,-32.2973,0.099,-0.161,23.2
24,58,-71.6216,-32.1622,0.595,-0.104,24.4
24,59,-71.6216,-32.027,0.447,-0.196,8.5
24,60,-71.6216,-31.8919,0.509,0.079,9.5
24,61,-71.6216,-31.7568,0.353,-0.179,15.5
24,62,-71.6216,-31.6216,-0.269,0.361,6.8
24,63,-71.6216,-31.4865,0.209,-0.001,13.7
24,64,-71.6216,-31.3514,0.78,0.207,16.6
24,65,-71.6216,-31.2162,0.719,-0.491,15.4
24,66,-71.6216,-31.0811,-0.444,-0.203,11.6
24,67,-71.6216,-30.9459,-0.286,-0.263,15.8
24,68,-71.6216,-30.8108,-0.329,-0.031,24.2
24,69,-71.6216,-30.6757,0.444,0.261,9.1
24,70,-71.6216,-30.5405,0.563,-0.522,18.1
24,71,-71.6216,-30.4054,-0.222,-0.527,5.9
24,72,-71.6216,-30.2703,0.158,0.25,6.3
24,73,-71.6216,-30.1351,0.593,-0.387,16.0
24,74,-71.6216,-30.0,0.453,0.069,7.1
25,0,-71.6892,-40.0,0.205,-0.057,5.4
25,1,-71.6892,-39.8649,0.267,0.233,8.4
25,2,-71.6892,-39.7297,0.161,-0.475,16.3
25,3,-71.6892,-39.5946,-0.113,-0.47,19.1
25,4,-71.6892,-39.4595,0.235,-0.043,9.0
25,5,-71.6892,-39.3243,0.396,0.346,18.4
25,6,-71.6892,-39.1892,0.635,-0.185,8.6
25,7,-71.6892,-39.0541,0.327,-0.273,17.3
25,8,-71.6892,-38.9189,0.489,0.007,13.2
25,9,-71.6892,-38.7838,-0.292,0.33,18.1
25,10,-71.6892,-38.6486,0.1,0.237,24.9
25,11,-71.6892,-38.5135,-0.488,0.395,23.8
25,12,-71.6892,-38.3784,-0.179,-0.577,5.1
25,13,-71.6892,-38.2432,0.444,-0.487,22.7
25,14,-71.6892,-38.1081,0.789,0.009,6.3
25,15,-71.6892,-37.973,-0.371,0.221,24.1
25,16,-71.6892,-37.8378,0.022,-0.315,10.6
25,17,-71.6892,-37.7027,0.54,-0.361,12.6
25,18,-71.6892,-37.5676,-0.235,0.187,6.8
25,19,-71.6892,-37.4324,0.222,-0.544,7.2
25,20,-71.6892,-37.2973,0.453,-0.231,19.5
25,21,-71.6892,-37.1622,0.301,-0.094,23.9
25,22,-71.6892,-37.027,-0.256,-0.04,17.2
25,23,-71.6892,-36.8919,-0.038,0.129,19.3
25,24,-71.6892,-36.7568,0.519,-0.245,20.2
25,25,-71.6892,-36.6216,0.22,0.013,10.3
25,26,-71.6892,-36.4865,-0.493,-0.015,5.9
25,27,-71.6892,-36.3514,0.489,-0.052,5.0
25,28,-71.6892,-36.2162,-0.454,0.04,12.0
25,29,-71.6892,-36.0811,0.469,-0.341,9.8
25,30,-71.6892,-35.9459,-0.237,-0.515,6.2
25,31,-71.6892,-35.8108,0.745,-0.481,8.6
25,32,-71.6892,-35.6757,-0.022,-0.375,7.5
25,33,-71.6892,-35.5405,-0.075,-0.1,23.3
25,34,-71.6892,-35.4054,-0.306,0.24,7.8
25,35,-71.6892,-35.2703,-0.103,0.101,15.8
25,36,-71.6892,-35.1351,0.64,0.189,16.9
25,37,-71.6892,-35.0,0.795,-0.249,15.9
25,38,-71.6892,-34.8649,-0.021,-0.195,7.0
25,39,-71.6892,-34.7297,0.083,-0.206,11.4
25,40,-71.6892,-34.5946,0.439,-0.408,6.0
25,41,-71.6892,-34.4595,0.652,-0.539,12.9
25,42,-71.6892,-34.3243,0.271,-0.009,8.8
25,43,-71.6892,-34.1892,0.009,0.389,16.2
25,44,-71.6892,-34.0541,0.036,-0.433,18.9
25,45,-71.6892,-33.9189,0.404,-0.553,15.6
25,46,-71.6892,-33.7838,-0.496,0.18,13.7
25,47,-71.6892,-33.6486,0.305,-0.347,12.7
25,48,-71.6892,-33.5135,-0.038,0.23,21.8
25,49,-71.6892,-33.3784,0.532,0.104,9.4
25,50,-71.6892,-33.2432,-0.379,0.346,19.7
25,51,-71.6892,-33.1081,0.265,-0.191,20.1
25,52,-71.6892,-32.973,0.125,0.062,13.4
25,53,-71.6892,-32.8378,0.335,-0.135,10.9
25,54,-71.6892,-32.7027,-0.416,0.031,14.4
25,55,-71.6892,-32.5676,0.254,-0.15,6.9
25,56,-71.6892,-32.4324,0.23,-0.411,5.9
25,57,-71.6892,-32.2973,0.229,-0.092,7.2
25,58,-71.6892,-32.1622,0.285,-0.071,8.7
25,59,-71.6892,-32.027,0.379,0.211,15.1
25,60,-71.6892,-31.8919,0.546,0.136,22.0
25,61,-71.6892,-31.7568,-0.149,0.064,9.7
25,62,-71.6892,-31.6216,0.573,-0.487,23.7
25,63,-71.6892,-31.4865,0.148,0.121,24.1
25,64,-71.6892,-31.3514,-0.4,-0.1,24.2
25,65,-71.6892,-31.2162,-0.424,0.294,21.8
25,66,-71.6892,-31.0811,-0.065,0.32,12.3
25,67,-71.6892,-30.9459,0.52,-0.545,6.5
25,68,-71.6892,-30.8108,0.42,0.221,16.4
25,69,-71.6892,-30.6757,0.525,-0.562,16.2
25,70,-71.6892,-30.5405,0.172,-0.233,22.0
25,71,-71.6892,-30.4054,0.072,-0.058,24.9
25,72,-71.6892,-30.2703,-0.308,-0.452,15.2
25,73,-71.6892,-30.1351,-0.073,0.146,11.9
25,74,-71.6892,-30.0,0.064,-0.592,8.7
26,0,-71.7568,-40.0,-0.385,-0.431,5.1
26,1,-71.7568,-39.8649,-0.213,-0.019,15.2
26,2,-71.7568,-39.7297,0.278,0.114,16.1
26,3,-71.7568,-39.5946,0.456,0.317,21.5
26,4,-71.7568,-39.4595,0.798,0.105,15.1
26,5,-71.7568,-39.3243,0.713,0.072,23.3
26,6,-71.7568,-39.1892,0.335,-0.206,17.6
26,7,-71.7568,-39.0541,0.048,-0.599,21.8
26,8,-71.7568,-38.9189,0.327,-0.48,8.0
26,9,-71.7568,-38.7838,0.521,-0.065,22.1
26,10,-71.7568,-38.6486,-0.346,0.075,18.5
26,11,-71.7568,-38.5135,0.033,-0.183,8.4
26,12,-71.7568,-38.3784,0.592,0.131,8.8
26,13,-71.7568,-38.2432,-0.001,-0.078,23.5
26,14,-71.7568,-38.1081,0.243,-0.526,5.6
26,15,-71.7568,-37.973,0.264,-0.408,14.3
26,16,-71.7568,-37.8378,-0.26,0.24,11.3
26,17,-71.7568,-37.7027,-0.029,0.125,18.3
26,18,-71.7568,-37.5676,-0.065,0.295,21.8
26,19,-71.7568,-37.4324,-0.466,-0.482,12.2
26,20,-71.7568,-37.2973,-0.469,0.39,13.5
26,21,-71.7568,-37.1622,0.581,-0.391,24.6
26,22,-71.7568,-37.027,-0.145,-0.588,20.7
26,23,-71.7568,-36.8919,0.174,0.397,22.9
26,24,-71.7568,-36.7568,-0.112,-0.319,13.8
26,25,-71.7568,-36.6216,0.723,0.068,9.7
26,26,-71.7568,-36.4865,-0.163,-0.423,13.2
26,27,-71.7568,-36.3514,0.059,-0.02,19.3
26,28,-71.7568,-36.2162,0.635,0.304,7.2
26,29,-71.7568,-36.0811,0.595,-0.28,10.4
26,30,-71.7568,-35.9459,-0.258,0.07,5.9
26,31,-71.7568,-35.8108,0.543,-0.412,13.6
26,32,-71.7568,-35.6757,0.096,0.025,21.5
26,33,-71.7568,-35.5405,0.128,-0.264,5.5
26,34,-71.7568,-35.4054,-0.326,-0.389,18.5
26,35,-71.7568,-35.2703,-0.395,-0.287,23.6
26,36,-71.7568,-35.1351,0.446,-0.421,9.7
26,37,-71.7568,-35.0,0.145,0.302,18.9
26,38,-71.7568,-34.8649,0.068,-0.203,24.5
26,39,-71.7568,-34.7297,0.448,-0.355,24.2
26,40,-71.7568,-34.5946,0.495,-0.152,9.7
26,41,-71.7568,-34.4595,-0.293,-0.279,7.0
26,42,-71.7568,-34.3243,0.293,0.144,8.0
